date,close,volume,open,high,low
2017/5/31,964.86,2447176,975.02,979.27,960.18
2017/5/30,975.88,1466288,970.31,976.2,969.49
2017/5/26,971.47,1251425,969.7,974.98,965.03
2017/5/25,969.54,1659422,957.33,972.629,955.47
2017/5/24,954.96,1031408,952.98,955.09,949.5
2017/5/23,948.82,1269438,947.92,951.4666,942.575
2017/5/22,941.86,1118456,935,941.8828,935
2017/5/19,934.01,1389848,931.47,937.755,931
2017/5/18,930.24,1596058,921,933.17,918.75
2017/5/17,919.62,2357922,935.67,939.3325,918.14
2017/5/16,943,968288,940,943.11,937.58
2017/5/15,937.08,1104595,932.95,938.25,929.34
2017/5/12,932.22,1050377,931.53,933.44,927.85
2017/5/11,930.6,834997,925.32,932.53,923.0301
2017/5/10,928.78,1173887,931.98,932,925.16
2017/5/9,932.17,1581236,936.95,937.5,929.53
2017/5/8,934.3,1328885,926.12,936.925,925.26
2017/5/5,927.13,1910317,933.54,934.9,925.2
2017/5/4,931.66,1421938,926.07,935.93,924.59
2017/5/3,927.04,1497565,914.86,928.1,912.5426
2017/5/2,916.44,1543696,909.62,920.77,909.4526
2017/5/1,912.57,2114629,901.94,915.68,901.45
2017/4/28,905.96,3223850,910.66,916.85,905.77
2017/4/27,874.25,2009509,873.6,875.4,870.38
2017/4/26,871.73,1233724,874.23,876.05,867.7481
2017/4/25,872.3,1670095,865,875,862.81
2017/4/24,862.76,1371722,851.2,863.45,849.86
2017/4/21,843.19,1323364,842.88,843.88,840.6
2017/4/20,841.65,957994,841.44,845.2,839.32
2017/4/19,838.21,954324,839.79,842.22,836.29
2017/4/18,836.82,835433,834.22,838.93,832.71
2017/4/17,837.17,894540,825.01,837.75,824.47
2017/4/13,823.56,1118221,822.14,826.38,821.44
2017/4/12,824.32,900059,821.93,826.66,821.02
2017/4/11,823.35,1078951,824.71,827.4267,817.0201
2017/4/10,824.73,978825,825.39,829.35,823.77
2017/4/7,824.67,1056692,827.96,828.485,820.5127
2017/4/6,827.88,1254235,832.4,836.39,826.46
2017/4/5,831.41,1553163,835.51,842.45,830.72
2017/4/4,834.57,1044455,831.36,835.18,829.0363
2017/4/3,838.55,1670349,829.22,840.85,829.22
2017/3/31,829.56,1401756,828.97,831.64,827.39
2017/3/30,831.5,1055263,833.5,833.68,829
2017/3/29,831.41,1785006,825,832.765,822.3801
2017/3/28,820.92,1620532,820.41,825.99,814.027
2017/3/27,819.51,1894735,806.95,821.63,803.37
2017/3/24,814.43,1980415,820.08,821.93,808.89
2017/3/23,817.58,3485390,821,822.57,812.257
2017/3/22,829.59,1399409,831.91,835.55,827.1801
2017/3/21,830.46,2461375,851.4,853.5,829.02
2017/3/20,848.4,1217560,850.01,850.22,845.15
2017/3/17,852.12,1712397,851.61,853.4,847.11
2017/3/16,848.78,977384,849.03,850.85,846.13
2017/3/15,847.2,1381328,847.59,848.63,840.77
2017/3/14,845.62,779920,843.64,847.24,840.8
2017/3/13,845.54,1149928,844,848.685,843.25
2017/3/10,843.25,1702731,843.28,844.91,839.5
2017/3/9,838.68,1261393,836,842,834.21
2017/3/8,835.37,988900,833.51,838.15,831.79
2017/3/7,831.91,1037573,827.4,833.41,826.52
2017/3/6,827.78,1108799,826.95,828.88,822.4
2017/3/3,829.08,890640,830.56,831.36,825.751
2017/3/2,830.63,937824,833.85,834.51,829.64
2017/3/1,835.24,1495934,828.85,836.255,827.26
2017/2/28,823.21,2258695,825.61,828.54,820.2
2017/2/27,829.28,1101120,824.55,830.5,824
2017/2/24,828.64,1392039,827.73,829,824.2
2017/2/23,831.33,1471342,830.12,832.46,822.88
2017/2/22,830.76,983058,828.66,833.25,828.64
2017/2/21,831.66,1259841,828.66,833.45,828.35
2017/2/17,828.07,1602549,823.02,828.07,821.655
2017/2/16,824.16,1285919,819.93,824.4,818.98
2017/2/15,818.98,1311316,819.36,823,818.47
2017/2/14,820.45,1054472,819,823,816
2017/2/13,819.24,1205835,816,820.959,815.49
2017/2/10,813.67,1134701,811.7,815.25,809.78
2017/2/9,809.56,990260,809.51,810.66,804.54
2017/2/8,808.38,1155892,807,811.84,803.1903
2017/2/7,806.97,1240257,803.99,810.5,801.78
2017/2/6,801.34,1182882,799.7,801.67,795.2501
2017/2/3,801.49,1461217,802.99,806,800.37
2017/2/2,798.53,1530827,793.8,802.7,792
2017/2/1,795.695,2027708,799.68,801.19,791.19
2017/1/31,796.79,2153957,796.86,801.25,790.52
2017/1/30,802.32,3243568,814.66,815.84,799.8
2017/1/27,823.31,2964989,834.71,841.95,820.44
2017/1/26,832.15,2944642,837.81,838,827.01
2017/1/25,835.67,1612854,829.62,835.77,825.06
2017/1/24,823.87,1472228,822.3,825.9,817.821
2017/1/23,819.31,1962506,807.25,820.87,803.74
2017/1/20,805.02,1668638,806.91,806.91,801.69
2017/1/19,802.175,917085,805.12,809.48,801.8
2017/1/18,806.07,1293893,805.81,806.205,800.99
2017/1/17,804.61,1361935,807.08,807.14,800.37
2017/1/13,807.88,1098154,807.48,811.2244,806.69
2017/1/12,806.36,1352872,807.14,807.39,799.17
2017/1/11,807.91,1065360,805,808.15,801.37
2017/1/10,804.79,1176637,807.86,809.1299,803.51
2017/1/9,806.65,1274318,806.4,809.9664,802.83
2017/1/6,806.15,1639246,795.26,807.9,792.2041
2017/1/5,794.02,1334028,786.08,794.48,785.02
2017/1/4,786.9,1071198,788.36,791.34,783.16
2017/1/3,786.14,1657291,778.81,789.63,775.8
2016/12/30,771.82,1769809,782.75,782.78,770.41
2016/12/29,782.79,743808,783.33,785.93,778.92
2016/12/28,785.05,1142148,793.7,794.23,783.2
2016/12/27,791.55,789151,790.68,797.86,787.657
2016/12/23,789.91,623682,790.9,792.74,787.28
2016/12/22,791.26,972147,792.36,793.32,788.58
2016/12/21,794.56,1208770,795.84,796.6757,787.1
2016/12/20,796.42,950345,796.76,798.65,793.27
2016/12/19,794.2,1231966,790.22,797.66,786.27
2016/12/16,790.8,2435100,800.4,800.8558,790.29
2016/12/15,797.85,1623709,797.34,803,792.92
2016/12/14,797.07,1700875,797.4,804,794.01
2016/12/13,796.1,2122735,793.9,804.3799,793.34
2016/12/12,789.27,2102288,785.04,791.25,784.3554
2016/12/9,789.29,1821146,780,789.43,779.021
2016/12/8,776.42,1487517,772.48,778.18,767.23
2016/12/7,771.19,1757710,761,771.36,755.8
2016/12/6,759.11,1690365,764.73,768.83,757.34
2016/12/5,762.52,1393566,757.71,763.9,752.9
2016/12/2,750.5,1452181,744.59,754,743.1
2016/12/1,747.92,3017001,757.44,759.85,737.0245
2016/11/30,758.04,2386628,770.07,772.99,754.83
2016/11/29,770.84,1616427,771.53,778.5,768.24
2016/11/28,768.24,2177039,760,779.53,759.8
2016/11/25,761.68,587421,764.26,765,760.52
2016/11/23,760.99,1477501,767.73,768.2825,755.25
2016/11/22,768.27,1592372,772.63,776.96,767
2016/11/21,769.2,1324431,762.61,769.7,760.6
2016/11/18,760.54,1528555,771.37,775,760
2016/11/17,771.23,1298484,766.92,772.7,764.23
2016/11/16,764.48,1468196,755.2,766.36,750.51
2016/11/15,758.49,2375056,746.97,764.4162,746.97
2016/11/14,736.08,3644965,755.6,757.85,727.54
2016/11/11,754.02,2421889,756.54,760.78,750.38
2016/11/10,762.56,4733916,791.17,791.17,752.18
2016/11/9,785.31,2603860,779.94,791.2265,771.67
2016/11/8,790.51,1361472,783.4,795.633,780.19
2016/11/7,782.52,1574426,774.5,785.19,772.55
2016/11/4,762.02,2131948,750.66,770.36,750.5611
2016/11/3,762.13,1933937,767.25,769.95,759.03
2016/11/2,768.7,1905814,778.2,781.65,763.4496
2016/11/1,783.61,2404898,782.89,789.49,775.54
2016/10/31,784.54,2420892,795.47,796.86,784
2016/10/28,795.37,4261912,808.35,815.49,793.59
2016/10/27,795.35,2723097,801,803.49,791.5
2016/10/26,799.07,1645403,806.34,806.98,796.32
2016/10/25,807.67,1575020,816.68,816.68,805.14
2016/10/24,813.11,1693162,804.9,815.18,804.82
2016/10/21,799.37,1262042,795,799.5,794
2016/10/20,796.97,1755546,803.3,803.97,796.03
2016/10/19,801.56,1762990,798.86,804.63,797.635
2016/10/18,795.26,2046338,787.85,801.61,785.565
2016/10/17,779.96,1091524,779.8,785.85,777.5
2016/10/14,778.53,851512,781.65,783.95,776
2016/10/13,778.19,1360619,781.22,781.22,773
2016/10/12,786.14,935138,783.76,788.13,782.06
2016/10/11,783.07,1371461,786.66,792.28,780.58
2016/10/10,785.94,1161410,777.71,789.38,775.87
2016/10/7,775.08,932444,779.66,779.66,770.75
2016/10/6,776.86,1066910,779,780.48,775.54
2016/10/5,776.47,1457661,779.31,782.07,775.65
2016/10/4,776.43,1198361,776.03,778.71,772.89
2016/10/3,772.56,1276614,774.25,776.065,769.5
2016/9/30,777.29,1583293,776.33,780.94,774.09
2016/9/29,775.01,1310252,781.44,785.8,774.232
2016/9/28,781.56,1108249,777.85,781.81,774.97
2016/9/27,783.01,1152760,775.5,785.9899,774.308
2016/9/26,774.21,1531788,782.74,782.74,773.07
2016/9/23,786.9,1411439,786.59,788.93,784.15
2016/9/22,787.21,1483899,780,789.85,778.44
2016/9/21,776.22,1166290,772.66,777.16,768.301
2016/9/20,771.41,975434,769,773.33,768.53
2016/9/19,765.7,1171969,772.42,774,764.4406
2016/9/16,768.88,2047036,769.75,769.75,764.66
2016/9/15,771.76,1344945,762.89,773.8,759.96
