date,volume,open,high,low,close
2017/6/7,12040430,153.27,153.75,152.34,153.12
2017/6/6,13443610,153.41,154.52,152.48,152.81
2017/6/5,12504820,153.64,154.7088,153.41,153.63
2017/6/2,16838650,151.85,153.63,151.3,153.61
2017/6/1,14511530,151.75,152.29,150.3,151.53
2017/5/31,18001140,152.7,153.35,151.09,151.46
2017/5/30,13213700,151.97,152.9,151.64,152.38
2017/5/26,14984540,152.23,152.25,151.15,152.13
2017/5/25,19827210,150.3,152.59,149.95,151.96
2017/5/24,17914740,148.51,150.23,148.42,150.04
2017/5/23,12807840,148.52,148.81,147.25,148.07
2017/5/22,12578390,148.08,148.59,147.69,148.24
2017/5/19,16165160,148.445,149.39,147.96,148.06
2017/5/18,22778870,144.72,148.15,144.51,147.66
2017/5/17,28232610,148,148.67,144.4216,144.85
2017/5/16,14506870,150.11,150.21,149.03,149.78
2017/5/15,14952950,150.17,151.48,149.77,150.19
2017/5/12,9584769,150.4,150.46,149.63,150.33
2017/5/11,11832750,150.31,150.65,149.41,150.04
2017/5/10,11994140,150.23,150.52,148.86,150.29
2017/5/9,17381800,151.49,152.59,150.21,150.48
2017/5/8,15813350,150.71,151.08,149.74,151.06
2017/5/5,17104730,151.45,151.63,149.79,150.24
2017/5/4,36185180,150.17,151.52,148.72,150.85
2017/5/3,28301550,153.6,153.6,151.34,151.8
2017/5/2,21617190,153.34,153.44,151.66,152.78
2017/5/1,25170200,151.74,152.57,151.42,152.46
2017/4/28,30607510,149.5,151.53,149.07,150.25
2017/4/27,11072600,146.67,147.75,146.14,147.7
2017/4/26,12388100,147.09,147.59,146.09,146.56
2017/4/25,17718030,145.79,147.15,145.7898,146.49
2017/4/24,14397480,144.96,145.6738,144.34,145.47
2017/4/21,12172640,143.9,144.17,142.27,143.68
2017/4/20,15948700,142.95,144.25,142.689,143.8
2017/4/19,15544500,141.35,143.04,141.27,142.27
2017/4/18,14795020,141.27,141.905,140.61,140.96
2017/4/17,11488510,139.76,141.55,139.75,141.42
2017/4/13,10939950,139.62,140.58,139.33,139.39
2017/4/12,11600930,139.72,140.4,139.44,139.58
2017/4/11,16627940,140.8,141.0299,138.81,139.92
2017/4/10,9033921,141,141.43,140.63,141.04
2017/4/7,11811450,141.2,141.55,140.24,140.78
2017/4/6,15089610,142.11,142.22,140.91,141.17
2017/4/5,17132150,142.26,143.44,141.29,141.85
2017/4/4,11934110,141.86,142.09,141.27,141.73
2017/4/3,13552550,141.93,142.47,140.82,142.28
2017/3/31,11366390,142.31,142.63,141.89,142.05
2017/3/30,12393610,142.4,142.95,141.85,142.41
2017/3/29,16504590,141.99,142.86,141.43,142.65
2017/3/28,14660670,140.36,141.95,140.01,141.76
2017/3/27,12791820,139.05,140.65,138.77,140.32
2017/3/24,16636900,140.08,141.0244,139.76,140.34
2017/3/23,12992700,139.48,140.39,139.09,139.53
2017/3/22,17020610,137.93,139.79,137.6,139.59
2017/3/21,29855980,141.15,142.3082,138.4,138.51
2017/3/20,12002150,139.71,140.19,139.25,139.94
2017/3/17,20487730,140.34,140.34,139.7,139.84
2017/3/16,13604260,140.2,140.25,139.73,139.99
2017/3/15,19315340,139.29,140.1,138.49,139.72
2017/3/14,12935370,139.46,139.46,138.52,139.32
2017/3/13,10949000,138.71,139.68,138.6729,139.6
2017/3/10,16299220,138.91,139.49,138.22,138.79
2017/3/9,15523900,137.72,138.57,137.4,138.24
2017/3/8,10174840,137.15,137.99,137.0516,137.72
2017/3/7,13517880,137.03,138.37,136.99,137.3
2017/3/6,12562040,136.88,137.83,136.51,137.42
2017/3/3,11154380,136.63,137.33,136.08,137.17
2017/3/2,12278560,137.09,137.82,136.31,136.76
2017/3/1,16241330,136.47,137.48,136.3,137.42
2017/2/28,16096310,136.79,136.805,134.75,135.54
2017/2/27,14300970,135.26,137.1846,135.02,136.41
2017/2/24,12617180,134.16,135.62,134.16,135.44
2017/2/23,18408460,135.89,136.12,134.33,135.36
2017/2/22,27331930,133.6,136.79,133.46,136.12
2017/2/21,14735860,133.5,133.91,132.9,133.72
2017/2/17,12265480,133.5,134.0912,133.17,133.53
2017/2/16,12816260,133.07,133.87,133.022,133.84
2017/2/15,13215470,133.45,133.7,132.66,133.44
2017/2/14,14346090,134.1,134.23,132.55,133.85
2017/2/13,13511640,134.6975,134.6975,133.7,134.05
2017/2/10,15050270,134.1,134.94,133.68,134.19
2017/2/9,16454060,134.49,134.5,133.31,134.14
2017/2/8,22370760,132.6,134.44,132.44,134.2
2017/2/7,14585030,132.24,133,131.661,131.84
2017/2/6,17015610,130.98,132.06,130.3,132.06
2017/2/3,24776070,131.24,132.85,130.76,130.98
2017/2/2,54281800,133.22,135.49,130.4,130.84
2017/2/1,47329480,132.25,133.49,130.68,133.23
2017/1/31,19642550,130.17,130.66,129.5157,130.32
2017/1/30,18919750,131.58,131.58,129.6,130.98
2017/1/27,19505970,132.68,132.95,131.08,132.18
2017/1/26,19964800,131.63,133.14,131.4401,132.78
2017/1/25,18745640,130,131.74,129.77,131.48
2017/1/24,15140910,129.38,129.9,128.38,129.37
2017/1/23,16566300,127.31,129.25,126.95,128.93
2017/1/20,19068380,128.1,128.48,126.78,127.04
2017/1/19,12171270,128.23,128.35,127.45,127.55
2017/1/18,13107440,128.41,128.43,126.84,127.92
2017/1/17,15279990,128.04,128.34,127.4,127.87
2017/1/13,24857410,127.49,129.27,127.37,128.34
2017/1/12,18596580,125.61,126.73,124.8,126.62
2017/1/11,18334560,124.35,126.12,124.06,126.09
2017/1/10,17299590,124.82,125.5,124.28,124.35
2017/1/9,22874170,123.55,125.43,123.04,124.9
2017/1/6,28525570,120.98,123.88,120.03,123.41
2017/1/5,19459380,118.86,120.95,118.3209,120.67
2017/1/4,19594560,117.55,119.66,117.29,118.69
2017/1/3,20635600,116.03,117.84,115.51,116.86
2016/12/30,18668290,116.595,116.83,114.7739,115.05
2016/12/29,9925082,117,117.531,116.06,116.35
2016/12/28,11985740,118.19,118.25,116.65,116.92
2016/12/27,12034590,116.96,118.68,116.864,118.01
2016/12/23,10885030,117,117.56,116.3,117.27
2016/12/22,16226770,118.86,118.99,116.93,117.4
2016/12/21,10747610,118.92,119.2,118.48,119.04
2016/12/20,13673570,119.5,119.77,118.8,119.09
2016/12/19,15871360,119.85,120.36,118.51,119.24
2016/12/16,25316220,120.9,121.5,119.27,119.87
2016/12/15,20113550,120.08,122.5,119.63,120.57
2016/12/14,25890630,120,121.69,118.85,120.21
2016/12/13,29568990,117.86,121.52,117.61,120.31
2016/12/12,17782470,119.22,119.24,117.65,117.77
2016/12/9,17452710,119.22,119.94,118.95,119.68
2016/12/8,22427310,117.98,119.5,117.64,118.91
2016/12/7,21891800,117,117.95,116.57,117.95
2016/12/6,19089060,117.69,117.795,116.33,117.31
2016/12/5,20123920,115.95,117.57,115.07,117.43
2016/12/2,25050450,115.11,116.48,114.3,115.4
2016/12/1,43231480,118.38,118.45,114,115.1
2016/11/30,30135230,120.32,121.79,117.95,118.42
2016/11/29,18871130,120.57,122.1,120.4,120.87
2016/11/28,18081770,120.12,121.69,119.82,120.41
2016/11/25,8658605,121.01,121.14,120.07,120.38
2016/11/23,15646580,121.23,121.31,119.94,120.84
2016/11/22,26006340,122.4,122.98,120.9,121.47
2016/11/21,35359460,118.2,121.95,117.8,121.77
2016/11/18,22768330,118.39,119.13,116.84,117.02
2016/11/17,18570820,116.81,117.79,116.01,117.79
2016/11/16,32358800,114.48,117.88,114.21,116.34
2016/11/15,34629110,116.73,118.49,115.83,117.2
2016/11/14,51315610,119.1256,119.1256,113.5535,115.08
2016/11/11,32814370,119.53,120.7,118.15,119.02
2016/11/10,67808300,123.93,124.18,115.27,120.8
2016/11/9,31883790,121.5,123.81,120.51,123.18
2016/11/8,19391790,122.03,124.61,121.54,124.22
2016/11/7,22957100,122.83,123.2089,121.35,122.15
2016/11/4,30468330,119.59,121.93,119.25,120.75
2016/11/3,63660540,122,123.28,119.5,120
2016/11/2,43895660,130.23,130.23,126.28,127.17
2016/11/1,21974210,131.41,131.94,128.65,129.5
2016/10/31,15649280,132.01,132.12,130.8835,130.99
2016/10/28,24500920,130.5,132.97,129.93,131.29
2016/10/27,16628680,131.74,131.8,129.27,129.69
2016/10/26,13066210,131.64,132.26,130.935,131.04
2016/10/25,13307700,133.5,133.5,132.22,132.29
2016/10/24,17420290,132.72,133.405,132.15,133.28
2016/10/21,18983740,129.78,132.13,129.7,132.07
2016/10/20,13148980,130.07,130.66,129.5,130
2016/10/19,16723000,128.74,130.47,128.6,130.11
2016/10/18,13487280,128.68,129.39,128.01,128.57
2016/10/17,11317650,128.2,128.47,127.32,127.54
2016/10/14,13335970,128.49,128.95,127.58,127.88
2016/10/13,17106910,128.21,128.25,126.75,127.82
2016/10/12,11043240,129.01,129.66,128.46,129.05
2016/10/11,17508530,130.23,130.64,128.23,128.88
2016/10/10,15113560,129.68,130.7,129.2,130.24
2016/10/7,12800360,129.04,129.25,128.33,128.99
2016/10/6,11673340,128.43,129.06,128.08,128.74
2016/10/5,12354920,128.25,128.8,127.83,128.47
2016/10/4,14294610,129.17,129.2765,127.5499,128.19
2016/10/3,13134510,128.38,129.09,127.8,128.77
2016/9/30,18392040,128.03,128.59,127.45,128.27
2016/9/29,14489880,129.18,129.29,127.55,128.09
2016/9/28,12035720,129.21,129.47,128.4,129.23
2016/9/27,15600130,127.61,129.01,127.43,128.69
2016/9/26,15041370,127.37,128.16,126.8,127.31
2016/9/23,28293920,127.56,128.6,127.3,127.96
2016/9/22,15358850,130.5,130.73,129.56,130.08
2016/9/21,14045780,129.13,130.005,128.39,129.94
2016/9/20,11076150,128.65,129.17,128.0307,128.64
2016/9/19,14927990,129.91,129.94,128.26,128.65
2016/9/16,24083560,128.2,129.18,128.2,129.07
2016/9/15,15084660,127.98,129.1,127.67,128.35
2016/9/14,15712050,126.89,128.8,126.89,127.77
2016/9/13,17987510,128.03,128.35,126.66,127.21
2016/9/12,21159830,125.96,128.76,125.75,128.69
2016/9/9,26963940,129.71,129.949,127.1,127.1
2016/9/8,15655250,130.92,131.08,129.81,130.27
2016/9/7,27942000,130.04,131.98,129.95,131.05
2016/9/6,26241480,126.67,129.94,126.47,129.73
2016/9/2,12074470,126.85,126.86,126,126.51
2016/9/1,13522260,126.38,126.63,125.6,126.17
2016/8/31,14183190,125.6,126.22,125.1,126.12
2016/8/30,17778300,126.6,126.6,125.15,125.84
2016/8/29,15901270,124.35,126.73,124.35,126.54
2016/8/26,17467840,124.05,125.19,123.91,124.96
2016/8/25,10720680,123.12,124.37,123.1,123.89
2016/8/24,12226720,124.47,124.69,123.09,123.48
2016/8/23,13302050,124.51,125.09,124.25,124.37
2016/8/22,14377070,123.33,124.83,123.11,124.15
2016/8/19,11582430,123.6,124.157,123.28,123.56
2016/8/18,12378280,124.01,124.26,123.64,123.91
2016/8/17,13759700,123.66,124.38,122.85,124.37
2016/8/16,14209580,123.5,123.92,122.78,123.3
2016/8/15,19280400,124.91,124.92,123.7,123.9
2016/8/12,12146150,124.7,125,124.18,124.88
2016/8/11,11708610,125.2,125.38,124.75,124.9
2016/8/10,10645370,125.07,125.48,124.54,124.88
2016/8/9,19587330,125.34,126.09,124.53,125.06
2016/8/8,15216950,125.25,125.45,124.55,125.26
2016/8/5,20144810,124.98,125.835,124.6184,125.15
2016/8/4,21052200,122.94,124.79,122.51,124.36
2016/8/3,18479970,123.09,123.92,122.31,122.51
2016/8/2,23919790,124.06,124.8,122.07,123.09
2016/8/1,24986020,123.85,124.58,122.86,124.31
2016/7/29,34943890,124.65,125.84,123.71,123.94
2016/7/28,78673980,127.52,128.33,123.63,125
2016/7/27,50218420,122.42,125,121.51,123.34
2016/7/26,17417060,122,122.07,120.75,121.22
2016/7/25,18453230,121.39,121.85,117.78,121.63
2016/7/22,18363590,119.9,121.01,119.31,121
2016/7/21,17787630,121.92,122.1,120.25,120.61
2016/7/20,19991920,121.25,122.2,120.56,121.92
2016/7/19,21502910,118.99,120.85,118.66,120.61
2016/7/18,20816900,117.32,119.61,116.89,119.37
2016/7/15,16601530,117.74,118.28,116.58,116.86
2016/7/14,14554060,117.5,117.64,116.7,117.29
2016/7/13,16180680,118.39,118.4,116.68,116.78
2016/7/12,15084590,118.63,118.72,117.57,117.93
2016/7/11,17613670,117.71,118.7,117.5,117.87
2016/7/8,18117330,116.43,117.5,115.85,117.24
2016/7/7,16612350,116.63,116.97,115.36,115.85
2016/7/6,24318520,113.36,116.79,112.97,116.7
2016/7/5,14206220,113.94,114.11,112.97,114
2016/7/1,14955080,114.2,115.13,113.81,114.19
2016/6/30,23159510,114.67,115.18,113.67,114.28
2016/6/29,20935530,113.37,114.25,113.04,114.16
2016/6/28,26772900,110.63,112.75,110.55,112.7
2016/6/27,36172810,111.57,111.57,108.23,108.97
2016/6/24,40555840,111.01,113.68,111,112.08
2016/6/23,16096460,114.37,115.09,113.54,115.08
2016/6/22,14811570,114.65,114.74,113.61,113.91
2016/6/21,18997270,114.12,115.2142,113.97,114.38
2016/6/20,20746500,113.77,114.72,112.75,113.37
2016/6/17,24410770,114.42,114.43,112.56,113.02
2016/6/16,19207560,113.87,114.5,112.94,114.39
2016/6/15,19789270,115.3,115.44,114.07,114.6
2016/6/14,17573960,114.07,114.95,113.58,114.94
2016/6/13,31675970,115,115.48,113.31,113.95
2016/6/10,18474380,117.54,118.11,116.26,116.62
2016/6/9,13842230,118.13,118.68,117.71,118.56
2016/6/8,14493990,117.76,118.6,117.27,118.39
2016/6/7,17069990,119.24,119.3,117.67,117.76
2016/6/6,12721610,118.62,119.43,118.36,118.79
2016/6/3,14115480,118.975,118.98,117.86,118.47
2016/6/2,13216260,118.69,119.44,118.22,118.93
2016/6/1,15003570,118.5,119.08,117.82,118.78
2016/5/31,23526050,119.46,120.1,118.121,118.81
2016/5/27,13476050,119.56,119.85,119.01,119.38
2016/5/26,18437640,118.24,119.7601,117.92,119.47
2016/5/25,20026150,118.13,118.665,117.38,117.89
2016/5/24,20156400,116.24,117.73,116.12,117.7
2016/5/23,20409860,117.42,117.6,115.94,115.97
2016/5/20,18893950,116.96,117.99,116.95,117.35
2016/5/19,20510770,117.05,117.49,115.88,116.81
2016/5/18,21596120,116.8,118.27,116.73,117.65
2016/5/17,21296660,118.82,119.01,117.2,117.35
2016/5/16,31188070,119.38,119.61,117.35,118.67
2016/5/13,18077540,120.38,120.64,119.68,119.81
2016/5/12,21649010,119.98,120.84,118.9,120.28
2016/5/11,21976560,120.41,121.08,119.42,119.52
2016/5/10,23127390,119.62,120.5,119,120.5
2016/5/9,21097310,119.54,120.28,118.9,119.24
2016/5/6,26362480,117.16,119.637,117.1127,119.49
2016/5/5,22032830,118.04,118.98,117.25,117.81
2016/5/4,23414270,116.61,118.3,116.57,118.06
2016/5/3,24087870,117.52,118.16,117.02,117.43
2016/5/2,27789510,117.83,118.73,116.57,118.57
2016/4/29,37106010,116.82,117.84,115.84,117.58
2016/4/28,86913390,119.575,120.79,116.23,116.73
2016/4/27,50504560,107.94,108.94,106.31,108.89
2016/4/26,22393840,110.49,110.5,108.15,108.76
2016/4/25,20997040,109.87,110.67,109.07,110.1
2016/4/22,38397070,111.21,111.75,109.01,110.56
2016/4/21,20711310,112.55,114.04,112.31,113.44
2016/4/20,21020820,112.43,113.27,111.56,112.42
2016/4/19,30177490,111.1,112.45,109.16,112.29
2016/4/18,21127750,109.74,110.81,109.2,110.45
2016/4/15,20793730,110.79,110.97,109.2,109.64
2016/4/14,28439970,110.62,112.04,110.26,110.84
2016/4/13,88165850,112.23,112.65,106.52,110.51
2016/4/12,26190250,109.34,111.1645,108.99,110.61
2016/4/11,39707140,110.7,110.91,108.77,108.99
2016/4/8,48467350,114.25,114.33,109.9,110.63
2016/4/7,20683460,113.79,114.89,113.0663,113.64
2016/4/6,20794390,112.47,113.81,112.42,113.71
2016/4/5,22779490,112.11,113.32,111.9,112.22
2016/4/4,48418260,114.07,114.55,111.61,112.55
2016/4/1,24751160,113.75,116.17,113.35,116.06
2016/3/31,21171030,114.7,115.01,113.7682,114.1
2016/3/30,33196410,116.73,116.99,114.355,114.7
2016/3/29,29789720,113.83,116.32,113.64,116.14
2016/3/28,21332720,113.32,114.5889,112.95,113.69
2016/3/24,17157540,112.13,113.09,111.68,113.05
2016/3/23,18546450,112.01,113.19,112,112.54
2016/3/22,18989920,111.36,112.88,111.17,112.25
2016/3/21,18430870,111.66,112.37,111.03,111.85
2016/3/18,36265530,111.56,112.42,110.27,111.45
2016/3/17,24215410,112.15,112.69,110.73,111.02
2016/3/16,24696190,110.49,112.5,110.1,112.18
2016/3/15,17596280,109.11,110.83,108.84,110.67
2016/3/14,17240940,109.28,110.33,108.77,109.89
2016/3/11,20667610,108.48,109.42,107.92,109.41
2016/3/10,24835810,107.91,108.66,105.7699,107.32
2016/3/9,20458320,106.7,107.51,105.49,107.51
2016/3/8,25582660,104.78,107.37,104.4,105.93
2016/3/7,31487180,108.07,108.07,104.72,105.73
2016/3/4,24908230,110.05,110.05,107.93,108.39
2016/3/3,21337720,110.25,110.3,108.54,109.58
2016/3/2,25656490,109.68,110.55,108.77,109.95
2016/3/1,26743550,107.83,109.82,107.6,109.82
2016/2/29,32739960,107.6,108.9101,106.75,106.92
2016/2/26,26658020,108.7,109.45,107.16,107.92
2016/2/25,29862100,107.11,108.07,105.61,108.07
2016/2/24,34313290,104.21,106.95,102.74,106.88
2016/2/23,25279170,106.85,107.47,105.12,105.46
2016/2/22,35675920,105.49,108.25,105.34,107.16
2016/2/19,32385500,102.55,105.02,102.06,104.57
2016/2/18,29543040,105.8,106,103.03,103.47
2016/2/17,44009090,101.94,105.72,100.4,105.2
2016/2/16,45604490,103.8,103.93,100.24,101.61
2016/2/12,36158700,103.74,104.24,101.09,102.01
2016/2/11,43598890,99.6,105.11,98.88,101.91
2016/2/10,45044840,101.55,103.25,100.24,101
2016/2/9,62616740,97.14,102.4,96.82,99.54
2016/2/8,71119290,100.41,102.68,97.46,99.75
2016/2/5,76801180,109.51,109.58,103.18,104.07
2016/2/4,38784240,111.8,111.94,109.25,110.49
2016/2/3,56867520,115.27,115.3407,109.75,112.69
2016/2/2,59704890,114.8,117.59,113.2,114.61
2016/2/1,46025570,112.27,115.72,112.01,115.09
2016/1/29,62660640,108.99,112.84,108.84,112.21
2016/1/28,107251300,107.2,110.34,104.81,109.11
2016/1/27,53505580,97.79,97.85,94.23,94.45
2016/1/26,26749760,97.76,97.88,95.66,97.34
2016/1/25,32382100,98.72,99.48,96.93,97.01
2016/1/22,30371970,96.41,98.07,95.49,97.94
2016/1/21,30479780,94.91,95.99,92.62,94.16
2016/1/20,59015930,92.83,95,89.37,94.35
2016/1/19,30840640,96.53,97.42,93.92,95.26
2016/1/15,46068460,93.98,96.38,93.54,94.97
2016/1/14,48617610,95.85,98.87,92.45,98.37
2016/1/13,33297700,100.58,100.58,95.21,95.44
2016/1/12,28301680,99,99.96,97.55,99.37
2016/1/11,29896390,97.91,98.6,95.39,97.51
2016/1/8,35351010,99.88,100.5,97.0311,97.33
2016/1/7,45038210,100.5,101.43,97.3,97.92
2016/1/6,25046390,101.13,103.77,100.9,102.97
2016/1/5,23238890,102.89,103.7099,101.665,102.73
2016/1/4,37846820,101.95,102.24,99.75,102.22
2015/12/31,18382210,106,106.17,104.62,104.66
2015/12/30,13103910,107,107.25,106.06,106.22
2015/12/29,17149240,106.42,107.74,106.25,107.26
2015/12/28,13045160,105.02,105.98,104.53,105.93
2015/12/24,6512134,104.74,105.32,104.5,105.02
2015/12/23,19571550,105.89,106.11,103.86,104.63
2015/12/22,14584780,105.22,105.6601,104.81,105.51
2015/12/21,16105710,104.91,105.15,103.6,104.77
2015/12/18,35810840,106.08,106.59,103.97,104.04
2015/12/17,21580540,107.49,107.75,106.13,106.22
2015/12/16,22095830,105.37,107.09,104.19,106.79
2015/12/15,21697070,105.3,105.8,104.28,104.55
2015/12/14,24693110,102.285,104.74,101.46,104.66
2015/12/11,26357790,104.15,104.34,101.91,102.12
2015/12/10,17435630,105.05,106.4,104.41,105.42
2015/12/9,23468200,106.18,106.44,103.55,104.6
2015/12/8,20376290,104,106.91,103.95,106.49
2015/12/7,15447530,106.48,106.83,104.66,105.61
2015/12/4,21212310,104.81,107.73,104.11,106.18
2015/12/3,23193110,106.27,106.85,103.35,104.38
2015/12/2,24334420,107,107.92,105.79,106.07
2015/12/1,22743200,104.83,107.15,104.5,107.12
2015/11/30,20055950,105.84,106.0999,103.75,104.24
2015/11/27,5913066,105.78,105.96,104.86,105.45
2015/11/25,15140370,106.33,106.6,105.1,105.41
2015/11/24,23512790,106,106.49,104.39,105.74
2015/11/23,19740130,107.19,107.468,106.08,106.95
2015/11/20,22102030,106.84,107.87,106.62,107.32
2015/11/19,25492640,107.36,107.73,105.95,106.26
2015/11/18,23797450,105.8,107.88,105.39,107.77
2015/11/17,26774350,104.62,106.2,104.14,105.13
2015/11/16,49256510,103.32,104.17,100.47,104.04
2015/11/13,30161510,107.71,108.25,103.83,103.95
2015/11/12,20852000,108.48,109.39,108,108.02
2015/11/11,25023690,108.27,109.87,107.11,109.01
2015/11/10,24999520,105.96,108.15,105.24,107.91
2015/11/9,26354740,107,108.25,105.86,106.49
2015/11/6,35046680,108.04,108.74,105.91,107.095
2015/11/5,63142550,108.8,110.65,107.95,108.76
